challenge,prediction,d12,d13,d23,d14,d24,d34
0,[3],0.4079825282096863,0.25582659244537354,0.35427457094192505,0.7218558490276337,0.6361141502857208,0.8099443167448044
1,[3],0.5060571432113647,0.5350266098976135,0.705907016992569,0.7950624227523804,0.7202751934528351,0.721838653087616
2,[3],0.4676910638809204,0.4194929003715515,0.5034005641937256,0.8725795298814774,0.7459108233451843,0.7139415740966797
3,[3],0.33574122190475464,0.6766216456890106,0.5984155535697937,0.7884011119604111,0.7446468472480774,0.8003944158554077
4,[3],0.3433038592338562,0.41561800241470337,0.2756480574607849,0.819366991519928,0.6281075179576874,0.709310382604599
5,[3],0.09034484624862671,0.09764719009399414,0.10116392374038696,0.8626327812671661,0.8102797120809555,0.8178149908781052
6,[3],0.33284062147140503,0.13785773515701294,0.3832133412361145,0.6038026809692383,0.5906291007995605,0.6607425808906555
7,[3],0.37561285495758057,0.2674397826194763,0.3917444944381714,0.7345829606056213,0.7322729527950287,0.7571099400520325
8,[3],0.29945123195648193,0.31530457735061646,0.37019073963165283,0.5465450584888458,0.476252019405365,0.6303477883338928
9,[3],0.4458897113800049,0.21784323453903198,0.5483832359313965,0.8424452990293503,0.7775624394416809,0.87218177318573
10,[3],0.5148009955883026,0.38453221321105957,0.5199231207370758,0.7443132698535919,0.7763854116201401,0.795760452747345
11,[3],0.565656304359436,0.26403677463531494,0.5774827599525452,0.9118659719824791,0.7103331983089447,0.8554893881082535
12,[3],0.36615854501724243,0.4111683964729309,0.2065868377685547,0.8822010681033134,0.7310129702091217,0.8253223299980164
13,[3],0.3299943208694458,0.4685865044593811,0.3674837350845337,0.7900069952011108,0.7637120485305786,0.7306850850582123
14,[3],0.442247211933136,0.5172508955001831,0.5547177493572235,0.6995486915111542,0.7072752714157104,0.6426772475242615
15,[3],0.48333263397216797,0.3872433304786682,0.24168866872787476,0.7247596681118011,0.7528460621833801,0.6401471197605133
16,[3],0.17381006479263306,0.1425079107284546,0.179848313331604,0.7010831534862518,0.7413089573383331,0.6914437711238861
17,[3],0.5814731121063232,0.418986976146698,0.5546238422393799,0.7194385528564453,0.6738469898700714,0.7196293771266937
18,[3],0.4653140902519226,0.43791311979293823,0.47599101066589355,0.7265986204147339,0.7519138902425766,0.7601035237312317
19,[3],0.4137498140335083,0.4876468777656555,0.45363277196884155,0.8391872495412827,0.6857012212276459,0.8568397611379623
20,[1],0.4576658010482788,0.2563360333442688,0.5003544688224792,0.44657325744628906,0.5540343523025513,0.3197062611579895
21,[3],0.1202428936958313,0.06954199075698853,0.11963677406311035,0.40325576066970825,0.4089987874031067,0.3558247685432434
22,[3],0.09573465585708618,0.2380053997039795,0.21092820167541504,0.49098169803619385,0.4541482925415039,0.5482533574104309
23,[3],0.4295351505279541,0.3018460273742676,0.44210702180862427,0.5876275897026062,0.6255137026309967,0.5068545341491699
24,[3],0.4510722756385803,0.4734387993812561,0.39670032262802124,0.7738240957260132,0.8016418814659119,0.6589796543121338
25,[3],0.3655107617378235,0.28001874685287476,0.38159847259521484,0.427040696144104,0.3207712769508362,0.40322059392929077
26,[3],0.39582812786102295,0.655509889125824,0.5735753178596497,0.729130208492279,0.5631122589111328,0.6953606307506561
27,[3],0.2937043309211731,0.3561221957206726,0.23302757740020752,0.6401146948337555,0.56516894698143,0.5324389338493347
28,[3],0.48820817470550537,0.5237120389938354,0.3994014859199524,0.8661743402481079,0.7413927614688873,0.8893176317214966
29,[3],0.4874202609062195,0.44956743717193604,0.19438397884368896,0.3502531051635742,0.6000303626060486,0.5720106065273285
30,[3],0.25068002939224243,0.3311702609062195,0.2590087056159973,0.4357501268386841,0.5039769411087036,0.38057297468185425
31,[3],0.2520982027053833,0.35145455598831177,0.41596949100494385,0.5826153457164764,0.5667677521705627,0.6097260415554047
32,[3],0.18867766857147217,0.31534087657928467,0.2186604142189026,0.5114582777023315,0.5676654875278473,0.5729084610939026
33,[3],0.2511026859283447,0.21755599975585938,0.21303248405456543,0.5431786477565765,0.5950497984886169,0.5425248146057129
34,[3],0.36597561836242676,0.5001266300678253,0.34205520153045654,0.5565013885498047,0.6356489062309265,0.7606723606586456
35,[3],0.3344879746437073,0.26545625925064087,0.34704363346099854,0.5276687741279602,0.5778733789920807,0.4507206678390503
36,[2],0.23289823532104492,0.6350975036621094,0.6677480340003967,0.4967988133430481,0.5672931671142578,0.7328442931175232
37,[3],0.3284023404121399,0.3647056818008423,0.35452836751937866,0.4117947220802307,0.4869800806045532,0.5276657342910767
38,[3],0.4945911765098572,0.39369523525238037,0.36955440044403076,0.4117947220802307,0.7085066437721252,0.5593112409114838
39,[3],0.399325430393219,0.44474393129348755,0.2594022750854492,0.5743990242481232,0.6945141553878784,0.7216745913028717
40,[3],0.3549644351005554,0.34124207496643066,0.293032169342041,0.7849497050046921,0.846304401755333,0.807736411690712
41,[3],0.27470672130584717,0.2821512222290039,0.288168728351593,0.7785812467336655,0.6050553321838379,0.6927362382411957
42,[3],0.11252397298812866,0.2240111231803894,0.15337401628494263,0.5805021524429321,0.49581968784332275,0.48831838369369507
43,[3],0.23082208633422852,0.31626975536346436,0.3526926040649414,0.3690109848976135,0.3545153737068176,0.42114728689193726
44,[3],0.3766769766807556,0.46142929792404175,0.23741614818572998,0.7057864665985107,0.40833979845046997,0.46152472496032715
45,[3],0.3599351644515991,0.20181983709335327,0.42804914712905884,0.4230678081512451,0.5175584256649017,0.3807108998298645
46,[1],0.6575104296207428,0.6368198096752167,0.8419441282749176,0.7914374023675919,0.8066985607147217,0.6124545037746429
47,[2],0.283744215965271,0.4234137535095215,0.3197634220123291,0.38729995489120483,0.3267405033111572,0.43826985359191895
48,[3],0.28661566972732544,0.33724313974380493,0.23782485723495483,0.568879634141922,0.701988160610199,0.6842675805091858
49,[3],0.24104148149490356,0.6147384345531464,0.5543920993804932,0.7416693568229675,0.8350028097629547,0.7791073024272919
50,[3],0.25368261337280273,0.4776591658592224,0.3887598514556885,0.898533545434475,0.8793487325310707,0.7310791015625
51,[3],0.2481183409690857,0.3017616271972656,0.18583106994628906,0.4557669758796692,0.39456474781036377,0.3927425146102905
52,[2],0.37548696994781494,0.5872926414012909,0.7697712630033493,0.4592393636703491,0.4395334720611572,0.752917543053627
53,[3],0.4102112054824829,0.3681684136390686,0.3894471526145935,0.8329236954450607,0.9173154309391975,0.7630882412195206
54,[3],0.40288323163986206,0.3606964349746704,0.3261152505874634,0.448696494102478,0.4965227246284485,0.46752774715423584
55,[3],0.5898884832859039,0.5621688067913055,0.5376284420490265,0.681673526763916,0.6453750729560852,0.5396735072135925
56,[2],0.16769254207611084,0.6822831034660339,0.76833775639534,0.5198640823364258,0.45815563201904297,0.616365373134613
57,[3],0.07808840274810791,0.3679099678993225,0.35828936100006104,0.6418654918670654,0.6307674646377563,0.568462461233139
58,[3],0.09379857778549194,0.31963032484054565,0.2599892020225525,0.6953279376029968,0.6662257313728333,0.6246246099472046
59,[0],0.5826506018638611,0.6287977993488312,0.3574034571647644,0.6669732928276062,0.5481134951114655,0.5375490784645081
60,[3],0.19530564546585083,0.2774736285209656,0.2590371370315552,0.7176351547241211,0.7191238105297089,0.5508318841457367
61,[3],0.3797011375427246,0.5635973215103149,0.6336473226547241,0.9418577924370766,0.860553577542305,0.6583137214183807
62,[3],0.8144032955169678,0.5470428764820099,0.593495100736618,0.9869424812495708,0.9372729584574699,0.775867760181427
63,[3],0.6165547966957092,0.6845675110816956,0.4106447100639343,0.8177393227815628,0.9641642272472382,0.7847060114145279
64,[3],0.11556398868560791,0.05770331621170044,0.0659252405166626,0.8415836989879608,0.8551694452762604,0.8222716003656387
65,[3],0.3040642738342285,0.2923513650894165,0.08744776248931885,0.531135767698288,0.4001726508140564,0.3939002752304077
66,[3],0.46595972776412964,0.16830652952194214,0.3475508689880371,0.479661762714386,0.6591964662075043,0.44581204652786255
67,[2],0.11191582679748535,0.4570842981338501,0.41707080602645874,0.4167734384536743,0.37786686420440674,0.628718376159668
68,[3],0.3031651973724365,0.3113851547241211,0.3489544987678528,0.7928092330694199,0.8281385451555252,0.8074610233306885
69,[3],0.6834965348243713,0.5900300741195679,0.4391292929649353,0.7950458973646164,0.7678550481796265,0.7845964282751083
70,[0],0.8331633061170578,0.7054923176765442,0.34871816635131836,0.7396496534347534,0.7792212665081024,0.64693683385849
71,[3],0.3377532958984375,0.45946890115737915,0.47352755069732666,0.6592384576797485,0.6639167070388794,0.578590989112854
