challenge,prediction,d12,d13,d23,d14,d24,d34
0,[3],0.38263736020272066,0.19032758617089096,0.3259371307225788,0.6277380780193564,0.8270657934766494,0.8212757176598595
1,[3],0.5894012400083734,0.6952018070690714,0.9086382643126231,0.8605095667297871,0.7491378609434195,0.7515106926212458
2,[3],0.49330408340999987,0.6253471974326847,0.6302447164944165,0.8069137903818928,0.7014982839870056,0.7489301222341253
3,[2],0.33985232673041155,0.8228271704651113,0.8312614344889282,0.8552763860061323,0.7906353698392022,0.9003185708751945
4,[3],0.35193612537887264,0.5451800752635603,0.43403127500480976,0.9751372932733597,0.8090990096433155,0.8489521220759839
5,[3],0.08904143474991011,0.12485496977561539,0.12586167742421472,1.127916900074515,1.1294453230780115,1.0202322753137798
6,[3],0.46366017394546477,0.08934624015431636,0.5178288100994024,0.7010636365651125,0.7503539666552006,0.7365367826236935
7,[3],0.5102800199858641,0.41428378810983,0.26796727761550043,0.8623225381741323,0.9191944394835083,0.8424993879388611
8,[3],0.4303580462339549,0.4158019840518228,0.47908798270281727,0.5340037865532217,0.49054856191135066,0.7091276942603326
9,[3],0.5381601197867234,0.2125801010213103,0.7145897208922709,1.0642460478840492,0.9410760863910332,1.1097024416544534
10,[3],0.577402084082089,0.4581316107828536,0.7515117837934953,0.8604067490812397,0.8488154968987998,1.103733007382398
11,[3],0.5015995689131434,0.2569479992520677,0.49324049666342573,0.8736255571836612,1.0379441913538077,0.834612921340966
12,[3],0.47006263151452876,0.6324999449965772,0.389145320035851,1.0127857036159809,0.8738740569586949,0.9329894530888185
13,[3],0.32555743952758787,0.5205330563480843,0.37088312404127255,0.9395768473757363,0.8624057559468373,0.8634949044945215
14,[3],0.574163886311577,0.49017544546610736,0.5809250288332128,0.8706643746168791,1.0029168111997468,0.757895387093612
15,[3],0.5825598266755151,0.5377097990818147,0.33713447573314415,0.8745519480485234,0.8781089697919489,0.767968163398218
16,[3],0.26106210246121997,0.2575537372758805,0.14844696029499416,0.805382572538007,0.877259267293177,0.7030831425914994
17,[3],0.6509051334453579,0.7237072918812293,0.691924798894086,0.9389465788670495,0.9480760201119629,0.9886371720904166
