challenge,prediction,d12,d13,d23,d14,d24,d34
0,3,0.9045760956760529,0.9183386832790807,0.9586925904039714,0.9932361865280811,0.9792549429019901,1.0
1,3,0.986529370560689,0.9690221743291101,0.976068361514245,0.9994218426094045,1.0,0.9997350035770792
2,3,0.8278481259204348,0.8720960846621089,0.8805470711552509,0.8920065209076764,0.9416604569702038,0.9413077298480782
3,3,0.9391901472714738,0.9268862858491682,0.8548463626324588,0.9961170181816335,0.9792363385389111,0.9869102806155495
4,3,0.9909201712552378,0.9789370823332122,0.964673706603533,0.9994002594626554,0.9769942854418658,0.9953329718671329
5,2,0.9688369868766993,0.9787992224967176,0.98448870404862,0.9670532665748015,0.9868487387667483,0.9984946450114334
6,3,0.9563943682270503,0.9507594651841583,0.9697685235650387,0.991986776210343,0.997443916544834,0.9795610144714486
7,3,0.923548034643312,0.9812644339424165,0.9806768830228749,0.9953702396760508,0.9945871255905748,0.9890128202906976
8,3,0.8223978689722209,0.9766052872266033,0.9793513623648341,1.0,1.0,0.9987150401248744
9,3,0.8979011780605258,0.9037989701371265,0.261440332295264,0.9873141895236835,0.9558642006080867,0.9501441003052002
10,3,0.9082739989388738,0.9835192835541224,0.9404254845606174,0.9970749938653283,0.9918198063821341,0.9942633278936381
11,3,0.9192847576631196,1.0,0.8635971402287157,0.9990346329978147,0.9971635921713169,1.0
12,3,0.9992723737457475,0.9468608416330776,0.9192847576631196,1.0,0.9992241624110584,0.9943576520172521
13,3,0.9574036682318021,0.9893340207867901,0.9920714954496279,0.9989827469872854,0.9992212867991974,0.993389074314648
14,3,0.7646744548766857,0.7968681827200917,0.9156179718775025,0.9920810944241136,0.9897074166353206,0.9974505667390365
15,3,0.915666184077341,0.9837684098088343,0.9304909889008074,0.996080951205008,0.9906414790729552,0.9979790638663203
16,3,0.9748012055003752,0.9462639782491379,0.9816695431306424,0.9855646578457792,0.9866632682742994,0.9860831600692532
17,2,0.9813878896062569,0.9870688052255618,0.9689309424891623,0.947041878210348,0.9959990614283195,0.9931336423072313
18,3,0.9585207419081412,0.9511608132435987,0.9124280885396574,0.9799734722682024,0.9365069961326261,0.9786518542057903
19,2,0.8903242952801214,0.9580857906301048,0.8863989122818146,0.9439073452633014,0.8718040946056378,0.9479707773464352
20,3,0.8748160984399778,0.8976041833477537,0.7703659952605819,0.9982425422959063,0.997804336077085,0.993330998526089
21,3,0.9454340653821869,0.9677457831865925,0.962430857956146,0.9959568955281782,0.9953313606820335,0.9981887846156322
22,1,1.0,1.0,1.0,0.9981367301335727,1.0,0.9835411673149593
23,3,0.9677719368586658,0.9868998214495873,0.981789867459547,0.9915605325854087,0.9880240265170419,0.994328547154324
24,3,0.9733738850795842,0.9290849683370048,0.9608870702118423,0.9999951788174776,1.0,0.9890979503912574
25,3,0.9220784784981227,0.9436631552679017,0.9147308459469183,1.0,1.0,1.0
26,3,0.9039146165645002,0.9810756768660158,0.9707264064632155,0.9935131721241126,0.9970511520054847,0.9887142701650751
27,0,0.9999791004091118,1.0,0.9005173689711023,1.0,0.9947490793177077,1.0
28,2,0.8843754252127499,0.9935615269738572,0.997496504305001,0.9940572222166705,0.9921355388239768,1.0
29,3,0.9611823948905047,0.9539961989109296,0.9946162473645696,0.999974450554739,0.9863136118473511,0.9915132496375028
30,2,0.838136811632866,0.9909332693156951,0.9367815199647227,0.9440579653438987,0.9791948005001143,0.9977104657718898
31,3,0.9835537060821177,0.9663248281070703,0.9985606459467586,0.9900301437465187,0.9971454644355684,0.9932739846696642
32,3,0.9877795100631931,0.92931898453943,0.9929185276288897,0.9997174101391847,0.9989099737401407,0.9999218168541135
33,3,0.9154111480553254,0.9559488077815832,0.9958089697229949,0.9981794540092569,0.9981429015554333,1.0
34,3,0.9616431036097325,0.9418593239932597,0.9449058057236865,0.9915546441213301,1.0,0.9934267106976034
35,2,0.9785710159467594,1.0,1.0,0.9999638742902337,0.9961957962969409,1.0
36,3,0.9733178311091509,0.9846246563071385,0.9899609203896529,0.9955248589201198,0.9961178843691053,0.9935314427993038
37,3,0.9855506127331396,0.9862338671389124,0.9962946159807071,0.9999957279396945,0.9999941664587501,0.9995899759111275
38,1,0.9892008439138903,0.9868853785796882,0.991498757228923,0.982548242526715,0.9860619599465488,0.9813672688808733
39,3,0.9785710159467594,0.9925663419205559,0.9999481365233085,0.9992639630694774,0.9999980458075176,0.9999745079424507
40,3,0.9535576225826738,0.9771887917109799,0.9969934895174949,1.0,1.0,1.0
41,3,0.5479831200832745,0.5192369549903133,0.5770591391051323,1.0,0.9978885879370136,0.99997343337845
42,2,0.8765726643343922,0.9991143220495042,0.9909693397171226,0.9663379743993314,0.908083348000391,0.9955696393956035
43,3,0.972271638120292,0.9675159559860622,0.9819694961494679,1.0,1.0,1.0
44,3,0.9658820283319572,0.9888654597232361,0.9970910967130793,0.986564388670416,0.9995370966310015,0.9994411273527891
45,1,0.9623872290819289,0.9440906374032733,0.9849744045607063,0.9683742000783929,0.966766653615588,0.9714487067136005
46,3,0.9344161386310951,0.9291817756089655,0.945666175360226,0.9353137718077157,0.9786398861534389,0.9801698461582363
47,3,0.6989820997487606,0.8468042278197441,0.7748115980936952,1.0,1.0,0.9949652838181782
48,3,0.5294901545451292,0.6139630801052636,0.5096662017851463,0.9958878045363109,0.9994093010174571,0.9993704649254266
49,1,0.9940501403254712,0.8835702555530428,0.9997370590385766,0.9907569713738902,0.9981542845085692,1.0
50,3,0.7233452663152118,0.9302581180431136,0.9829330023968015,0.997707142351523,0.9999777584143322,0.953435089467633
51,3,0.9747590526797574,0.8936426358166238,0.7129531251119215,0.9999982603774044,0.9892683524215312,1.0
52,0,1.0,1.0,1.0,1.0,0.9989436727253198,0.9893169695942916
53,3,0.8499108476348147,0.8086007875601601,0.8624411034027892,0.9951504461001941,1.0,0.9980288953362295
54,3,0.9963088693854741,0.932885131537718,0.95290029762643,0.9990974941276645,0.9995754509445939,1.0
55,3,0.9573102119014967,0.9839409676324472,0.9886743736784311,0.9986680535752874,1.0,1.0
56,2,0.9913355107690482,0.9968619837698711,1.0,0.9820130703501675,0.9999280735354303,1.0
57,3,0.7887150003432042,0.9809399704644525,0.9622054778956151,0.9980956371797663,1.0,0.9963599749459049
58,2,0.9832842821538557,0.9999823399795882,1.0,0.9975283602339667,1.0,1.0
59,3,0.9966944830785565,0.9715410426787806,0.9555094986024026,0.9991351459945411,0.9999898694239693,0.996906018533603
60,3,0.9759659174843776,0.9910443773636277,0.956787279877002,0.9998437877192952,0.9963642975881108,0.9997247079961324
61,2,0.9472869727476317,0.9951784083595796,0.9862483527603616,0.9920524681177618,0.9791216728201857,0.9821167862434823
62,3,0.9725844427064295,0.9705880584332351,0.9714206412749881,0.993946226662505,0.9996601241739491,1.0
63,3,0.7716646173039181,0.973783741976971,0.9818961634013355,0.9874276804960542,0.9920599677731499,0.9873407165258353
64,3,0.8452604487499655,0.960319960438783,0.9003403014194745,0.9995525682659675,1.0,1.0
65,0,0.9902419453286049,0.9855257970506001,0.9722918172713779,0.9991439149928736,0.975464164553907,0.9882445049618465
66,3,0.9884786566299428,0.9014160848984822,0.9873782148270598,0.9998077599268378,0.9997595986875227,0.9999937767599677
67,3,0.6773327671345948,0.9330428245271953,0.9882457606372215,0.9844583746626203,0.9918990371868627,0.9940849424052124
68,3,0.9827043994007888,0.9674454704144718,0.988050044146937,0.9971938152857673,0.9914763425739064,0.9915161012056193
69,3,0.9478416516808561,0.9600272453166455,0.9368076911012209,0.9996945406702992,0.9979918884994804,0.9989254859585951
70,3,0.9720025192105798,0.9330495714546881,0.9225817169757273,0.9908423861066382,0.9984874084277974,0.9917331579844394
71,0,0.9943105291425918,0.9964206489885987,0.9768577037770779,0.9915893740777482,0.9538775615770669,0.9849744351161192
72,3,0.9542166266920739,0.9803045586738945,0.9195861505515953,0.9951122312170478,0.9908892353573895,0.9990441834082175
73,3,0.5602799970796302,0.6738828584696317,0.84143949444824,0.9103668750666587,0.9589668193771035,0.9735334763840309
74,1,0.9966499034233819,0.7558486212477676,0.9982576966281351,0.9647226742986448,1.0,0.9598619279129179
75,3,0.9790714707267465,0.9656361997066016,1.0,0.9933225481405402,0.9977487022017629,0.9992999676156298
76,1,0.9618967347131809,0.941128031561297,0.9829211025681843,0.937406376526811,0.9639240115450995,0.9710522114985616
77,3,0.8490014917038129,0.8205204205825318,0.8915031822300159,0.9994472222635696,0.9985573547117188,1.0
78,0,0.9964585595846855,0.9960096395367758,0.9672178777969053,1.0,0.9933684107187661,0.9945665827245559
79,3,0.8099694447944437,0.8748160984399778,0.9122846399998414,0.9959855652851596,0.9999905753509987,0.9974108579337791
80,3,0.9545070825805356,0.9833485508304151,0.9389473994737799,0.9933334734060428,0.9760649382372761,0.9837924130581326
81,3,0.9525664355017686,0.7913530906363533,0.9226445832308543,0.9926722823097407,0.998209270816657,0.9980027154474025
82,3,0.8363356062962892,0.9596457751950717,1.0,1.0,0.9998375650483697,1.0
83,3,0.8968893352377495,0.969421552386815,0.9842073590810038,0.9912374866865711,0.9872973389081695,0.9988434544000674
84,3,0.749761246837917,0.6724352326135552,0.8577535047170557,1.0,1.0,1.0
85,3,0.9636840027561375,0.9175356590894377,0.8506398415649984,1.0,0.9979148030714432,1.0
86,3,0.867760974215682,0.761377662696872,0.9794993340450908,1.0,1.0,0.9974056834887485
87,3,0.5697833597445127,0.7526084357764067,0.6008030145008245,0.9977185846230826,0.9961287196294901,0.9975376343966674
88,0,1.0,1.0,1.0,1.0,1.0,1.0
89,3,0.9693911855588583,0.9994317267951254,0.9687943320811123,0.9974495474538898,0.9967689267356047,0.9999743381834749
90,3,0.9143539433589616,0.9434511160634235,0.9011608383427496,1.0,0.9902481573434591,0.9985016739627044
91,0,0.9996676372280933,0.999487940306044,0.9546441280934898,0.999816044574337,0.9979720981977034,0.9987436385163909
92,3,0.9694576181342018,0.8653217160864387,0.9747648397908681,0.9911843867713653,0.9924160088418976,0.9925237094548921
93,0,1.0,1.0,1.0,1.0,1.0,1.0
94,3,0.9422675203626091,0.9718394988237943,0.9081675093800275,0.991567760322648,0.9996623421429526,0.9975081177919133
95,3,0.9861697317217526,0.843026505675284,1.0,0.9979362302246322,0.996274643118791,1.0
96,3,0.9374957863865331,0.9494913245001099,0.9018857988716295,0.9904464109455074,0.9995265603424418,0.9989903741572306
97,3,0.9908368567748536,0.9535280201402253,0.9787571118762196,0.9957853261794253,0.9907507935739577,0.9980873098241506
98,1,0.9500559642331542,0.9124921483944052,0.9536094466179877,0.9280985666502006,0.9067789440750257,0.9269361397460785
99,3,0.9573608419078611,0.9725105635805471,0.9295496977810154,0.9756945410921827,0.9838583816714276,0.9807407764921378
